站点编号,观测时间,存储时间,累计流量1(立方米),流量计1安装高度(米),小时水量1(立方米/小时),信号强度(百分比),浊度1(度),流速1(米/秒),电量(百分比),电源电压(伏特),水位计1安装高度(米),水位1(米),报警信息
0201330008,2022-06-13 12:55:00,2022-06-13 12:55:22,5020.22540,0.040,0.000,50,21.3,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:50:00,2022-06-13 12:50:18,5020.22540,0.040,0.000,53,26.7,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:45:00,2022-06-13 12:45:20,5020.22540,0.040,0.000,53,29.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:40:00,2022-06-13 12:40:16,5020.22540,0.040,0.000,53,22.0,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:35:00,2022-06-13 12:35:19,5020.22540,0.040,0.000,56,10.8,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 12:30:00,2022-06-13 12:30:15,5020.22540,0.040,0.000,59,12.6,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:25:00,2022-06-13 12:25:19,5020.22540,0.040,0.000,53,10.0,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 12:20:00,2022-06-13 12:20:22,5020.22540,0.040,0.000,50,5.3,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:15:00,2022-06-13 12:15:19,5020.22540,0.040,0.000,53,13.8,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:10:00,2022-06-13 12:10:19,5020.22540,0.040,0.000,53,30.8,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:05:00,2022-06-13 12:05:18,5020.22540,0.040,0.000,56,24.8,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 12:00:00,2022-06-13 12:00:22,5020.22540,0.040,0.000,56,24.8,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:55:00,2022-06-13 11:55:17,5020.22540,0.040,0.000,53,22.9,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:50:00,2022-06-13 11:50:20,5020.22540,0.040,0.000,53,12.0,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:45:00,2022-06-13 11:45:20,5020.22540,0.040,0.000,56,9.8,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:40:00,2022-06-13 11:40:22,5020.22540,0.040,0.000,56,2.9,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:35:00,2022-06-13 11:35:19,5020.22540,0.040,0.000,62,10.5,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:30:00,2022-06-13 11:30:14,5020.22540,0.040,0.000,53,8.7,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:25:00,2022-06-13 11:25:14,5020.22540,0.040,0.000,53,6.4,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:20:00,2022-06-13 11:20:22,5020.22540,0.040,0.000,53,25.5,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:15:00,2022-06-13 11:15:18,5020.22540,0.040,0.000,53,40.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:10:00,2022-06-13 11:10:16,5020.22540,0.040,0.000,50,16.0,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 11:05:00,2022-06-13 11:05:16,5020.22540,0.040,0.000,50,23.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 11:00:00,2022-06-13 11:00:18,5020.22540,0.040,0.000,50,23.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:55:00,2022-06-13 10:55:18,5020.22540,0.040,0.000,56,41.3,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:50:00,2022-06-13 10:50:21,5020.22540,0.040,0.000,50,23.3,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 10:45:00,2022-06-13 10:45:16,5020.22540,0.040,0.000,53,4.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:40:00,2022-06-13 10:40:20,5020.22540,0.040,0.000,50,20.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:35:00,2022-06-13 10:35:25,5020.22540,0.040,0.000,53,20.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:30:00,2022-06-13 10:30:15,5020.22540,0.040,0.000,53,13.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:25:00,2022-06-13 10:25:23,5020.22540,0.040,0.000,56,15.6,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:20:00,2022-06-13 10:20:16,5020.22540,0.040,0.000,53,12.4,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:15:00,2022-06-13 10:15:21,5020.22540,0.040,0.000,53,21.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:10:00,2022-06-13 10:10:27,5020.22540,0.040,0.000,56,21.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:05:00,2022-06-13 10:05:16,5020.22540,0.040,0.000,53,24.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 10:00:00,2022-06-13 10:00:22,5020.22540,0.040,0.000,56,24.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:55:00,2022-06-13 09:55:18,5020.22540,0.040,0.000,53,21.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:50:00,2022-06-13 09:50:21,5020.22540,0.040,0.000,53,17.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:45:00,2022-06-13 09:45:15,5020.22540,0.040,0.000,46,16.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:40:00,2022-06-13 09:40:19,5020.22540,0.040,0.000,53,11.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:35:00,2022-06-13 09:35:18,5020.22540,0.040,0.000,53,24.4,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:30:00,2022-06-13 09:30:22,5020.22540,0.040,0.000,50,19.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:25:00,2022-06-13 09:25:22,5020.22540,0.040,0.000,53,13.4,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:20:00,2022-06-13 09:20:21,5020.22540,0.040,0.000,50,18.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:15:00,2022-06-13 09:15:20,5020.22540,0.040,0.000,46,12.4,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:10:00,2022-06-13 09:10:19,5020.22540,0.040,0.000,50,16.6,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:05:00,2022-06-13 09:05:15,5020.22540,0.040,0.000,53,14.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 09:00:00,2022-06-13 09:00:16,5020.22540,0.040,0.000,56,14.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:55:00,2022-06-13 08:55:19,5020.22540,0.040,0.000,53,12.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:50:00,2022-06-13 08:50:24,5020.22540,0.040,0.000,53,12.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:45:00,2022-06-13 08:45:21,5020.22540,0.040,0.000,96,7.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:40:00,2022-06-13 08:40:21,5020.22540,0.040,0.000,37,11.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:35:00,2022-06-13 08:35:19,5020.22540,0.040,0.000,46,8.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:30:00,2022-06-13 08:30:15,5020.22540,0.040,0.000,53,13.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:25:00,2022-06-13 08:25:18,5020.22540,0.040,0.000,53,18.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:20:00,2022-06-13 08:20:42,5020.22540,0.040,0.000,62,18.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:15:00,2022-06-13 08:15:22,5020.22540,0.040,0.000,53,13.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:10:00,2022-06-13 08:10:17,5020.22540,0.040,0.000,53,20.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:05:00,2022-06-13 08:05:20,5020.22540,0.040,0.000,56,21.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 08:00:00,2022-06-13 08:00:20,5020.22540,0.040,0.000,53,21.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:55:00,2022-06-13 07:55:22,5020.22540,0.040,0.000,56,7.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:50:00,2022-06-13 07:50:17,5020.22540,0.040,0.000,53,5.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:45:00,2022-06-13 07:45:16,5020.22540,0.040,0.000,53,27.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:40:00,2022-06-13 07:40:20,5020.22540,0.040,0.000,50,5.3,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:35:00,2022-06-13 07:35:20,5020.22540,0.040,0.000,50,14.6,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:30:00,2022-06-13 07:30:19,5020.22540,0.040,0.000,50,20.3,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:25:00,2022-06-13 07:25:17,5020.22540,0.040,0.000,53,17.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:20:00,2022-06-13 07:20:19,5020.22540,0.040,0.000,53,11.3,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:15:00,2022-06-13 07:15:19,5020.22540,0.040,0.000,46,4.7,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:10:00,2022-06-13 07:10:18,5020.22540,0.040,0.000,53,22.3,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:05:00,2022-06-13 07:05:21,5020.22540,0.040,0.000,53,9.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 07:00:00,2022-06-13 07:00:15,5020.22540,0.040,0.000,50,9.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:55:00,2022-06-13 06:55:15,5020.22540,0.040,0.000,53,24.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:50:00,2022-06-13 06:50:14,5020.22540,0.040,0.000,50,12.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:45:00,2022-06-13 06:45:19,5020.22540,0.040,0.000,53,26.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:40:00,2022-06-13 06:40:15,5020.22540,0.040,0.000,50,22.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:35:00,2022-06-13 06:35:15,5020.22540,0.040,0.000,50,16.6,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:30:00,2022-06-13 06:30:22,5020.22540,0.040,0.000,53,17.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:25:00,2022-06-13 06:25:22,5020.22540,0.040,0.000,46,7.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:20:00,2022-06-13 06:20:22,5020.22540,0.040,0.000,50,29.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:15:00,2022-06-13 06:15:18,5020.22540,0.040,0.000,53,22.7,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:10:00,2022-06-13 06:10:20,5020.22540,0.040,0.000,46,29.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:05:00,2022-06-13 06:05:20,5020.22540,0.040,0.000,53,24.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 06:00:00,2022-06-13 06:00:22,5020.22540,0.040,0.000,50,24.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:55:00,2022-06-13 05:55:20,5020.22540,0.040,0.000,50,27.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:50:00,2022-06-13 05:50:19,5020.22540,0.040,0.000,50,27.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:45:00,2022-06-13 05:45:18,5020.22540,0.040,0.000,50,22.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:40:00,2022-06-13 05:40:16,5020.22540,0.040,0.000,46,25.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:35:00,2022-06-13 05:35:25,5020.22540,0.040,0.000,50,27.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:30:00,2022-06-13 05:30:22,5020.22540,0.040,0.000,50,17.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:25:00,2022-06-13 05:25:17,5020.22540,0.040,0.000,50,25.6,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:20:00,2022-06-13 05:20:16,5020.22540,0.040,0.000,46,31.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:15:00,2022-06-13 05:15:16,5020.22540,0.040,0.000,53,45.8,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:10:00,2022-06-13 05:10:19,5020.22540,0.040,0.000,50,38.9,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:05:00,2022-06-13 05:05:14,5020.22540,0.040,0.000,53,18.7,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 05:00:00,2022-06-13 05:00:18,5020.22540,0.040,0.000,53,18.7,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:55:00,2022-06-13 04:55:14,5020.22540,0.040,0.000,53,29.7,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:50:00,2022-06-13 04:50:19,5020.22540,0.040,0.000,50,16.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:45:00,2022-06-13 04:45:22,5020.22540,0.040,0.000,46,15.0,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:40:00,2022-06-13 04:40:22,5020.22540,0.040,0.000,50,8.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:35:00,2022-06-13 04:35:15,5020.22540,0.040,0.000,46,36.4,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:30:00,2022-06-13 04:30:15,5020.22540,0.040,0.000,50,10.2,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:25:00,2022-06-13 04:25:13,5020.22540,0.040,0.000,46,21.5,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:20:00,2022-06-13 04:20:23,5020.22540,0.040,0.000,46,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:15:00,2022-06-13 04:15:17,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:10:00,2022-06-13 04:10:20,5020.22540,0.040,0.000,46,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:05:00,2022-06-13 04:05:20,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 04:00:00,2022-06-13 04:00:26,5020.22540,0.040,0.000,46,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:55:00,2022-06-13 03:55:16,5020.22540,0.040,0.000,46,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:50:00,2022-06-13 03:50:20,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:45:00,2022-06-13 03:45:18,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:40:00,2022-06-13 03:40:15,5020.22540,0.040,0.000,46,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:35:00,2022-06-13 03:35:23,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:30:00,2022-06-13 03:30:22,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:25:00,2022-06-13 03:25:17,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:20:00,2022-06-13 03:20:21,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:15:00,2022-06-13 03:15:21,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:10:00,2022-06-13 03:10:17,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:05:00,2022-06-13 03:05:18,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 03:00:00,2022-06-13 03:00:18,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 02:55:00,2022-06-13 02:55:22,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 02:50:00,2022-06-13 02:50:21,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 02:45:00,2022-06-13 02:45:21,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 02:40:00,2022-06-13 02:40:19,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 02:35:00,2022-06-13 02:35:17,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 02:30:00,2022-06-13 02:30:20,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 02:25:00,2022-06-13 02:25:20,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 02:20:00,2022-06-13 02:20:18,5020.22540,0.040,0.000,46,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 02:15:00,2022-06-13 02:15:18,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 02:10:00,2022-06-13 02:10:17,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 02:05:00,2022-06-13 02:05:17,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 02:00:00,2022-06-13 02:03:11,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:55:00,2022-06-13 01:55:22,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:50:00,2022-06-13 01:50:17,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:45:00,2022-06-13 01:45:16,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:40:00,2022-06-13 01:40:19,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:35:00,2022-06-13 01:35:33,5020.22540,0.040,0.000,43,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:30:00,2022-06-13 01:30:22,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:25:00,2022-06-13 01:25:18,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:20:00,2022-06-13 01:20:23,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:15:00,2022-06-13 01:15:21,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:10:00,2022-06-13 01:10:18,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.095,131
0201330008,2022-06-13 01:05:00,2022-06-13 01:05:21,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 01:00:00,2022-06-13 01:00:18,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:55:00,2022-06-13 00:55:20,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:50:00,2022-06-13 00:50:19,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:45:00,2022-06-13 00:45:17,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:40:00,2022-06-13 00:40:17,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:35:00,2022-06-13 00:35:19,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:30:00,2022-06-13 00:30:15,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:25:00,2022-06-13 00:25:17,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:20:00,2022-06-13 00:20:26,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:15:00,2022-06-13 00:15:19,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.091,131
0201330008,2022-06-13 00:10:00,2022-06-13 00:10:17,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 00:05:00,2022-06-13 00:05:19,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-13 00:00:00,2022-06-13 00:00:24,5020.22540,0.040,0.000,56,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:55:00,2022-06-12 23:55:20,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:50:00,2022-06-12 23:50:20,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:45:00,2022-06-12 23:45:18,5020.22540,0.040,0.000,56,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:40:00,2022-06-12 23:40:22,5020.22540,0.040,0.000,56,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:35:00,2022-06-12 23:35:16,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:30:00,2022-06-12 23:30:24,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:25:00,2022-06-12 23:25:16,5020.22540,0.040,0.000,43,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:20:00,2022-06-12 23:20:19,5020.22540,0.040,0.000,56,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:15:00,2022-06-12 23:15:22,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:10:00,2022-06-12 23:10:21,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:05:00,2022-06-12 23:05:17,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 23:00:00,2022-06-12 23:00:17,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 22:55:00,2022-06-12 22:55:20,5020.22540,0.040,0.000,56,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 22:50:00,2022-06-12 22:50:16,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 22:45:00,2022-06-12 22:45:18,5020.22540,0.040,0.000,53,0.1,0.000,0.0,0.30,0.000,0.087,131
0201330008,2022-06-12 22:40:00,2022-06-12 22:40:19,5020.22540,0.040,0.000,50,0.1,0.000,0.0,0.30,0.000,0.087,131
