OBJECTID,greenland,water,impervious,class,lat,lon,area,green_area,blockId,name,slope,id,Shape_Length,Shape_Area,greenland_5m
29,0.290909091,0,0.709090909,other,22.89976791,113.3495836,92324.41216,0.500071052,29,panyu,2.453860283,9,1879.861209,92324.41216,0.053797914
30,0.035147392,0.013605442,0.951247166,business_zone,22.89831722,113.3446249,739203.7962,0.848016605,30,panyu,11.28361893,9,3646.142062,739203.7962,0.011394705
31,0.45137881,0.264150943,0.284470247,other,22.90093485,113.4913918,578290.0816,2.733124393,31,panyu,3.233973742,13,3188.155327,578290.0816,0.046942195
32,0.620437956,0.19270073,0.186861314,green_zone,22.90611652,113.4780848,575346.8936,1.953065904,32,panyu,11.03080654,12,3502.026037,575346.8936,0.033717102
33,0.466950959,0,0.533049041,university_zone,22.90318443,113.3512481,394547.3973,1.593240267,33,panyu,1.925419092,9,2510.613498,394547.3973,0.040109798
34,0.413915094,0.331367925,0.254716981,other,22.90324511,113.4846802,714539.6606,3.869786801,34,panyu,4.756010056,12,3745.876837,714539.6606,0.05379265
35,0.102362205,0,0.897637795,industrial_zone,22.90570868,113.3473071,105373.7208,0.310090365,35,panyu,3.547096014,9,1303.101775,105373.7208,0.029230609
36,0.4048583,0.200404858,0.394736842,other,22.9017433,113.2918085,420797.103,2.226509226,36,panyu,40.27024078,8,3759.233438,420797.103,0.052552035
37,0.159891599,0.075880759,0.764227642,business_zone,22.90411968,113.2926276,310061.4655,1.201902199,37,panyu,9.323432922,8,3363.83442,310061.4655,0.038502598
38,0.469008264,0.01446281,0.516528926,university_zone,22.90693136,113.3734042,410900.1563,2.13932148,38,panyu,27.07698441,10,3523.569923,410900.1563,0.051712431
39,0.033613445,0,0.966386555,industrial_zone,22.90749742,113.3497871,102637.8935,0.109739772,39,panyu,3.674845934,9,1296.565473,102637.8935,0.010619228
40,0.231854839,0.411290323,0.356854839,other,22.90703091,113.4711625,417646.3768,2.07790748,40,panyu,4.135135174,12,4782.285085,417646.3768,0.049416976
41,0.22037037,0.131481481,0.648148148,other,22.90416538,113.4990744,455583.4098,2.626203625,41,panyu,2.434934139,13,2692.559014,455583.4098,0.057256181
42,0.4592009,0.101294316,0.439504783,other,22.89774565,113.5057466,1500160.598,7.831493247,42,panyu,6.489760876,13,8387.435214,1500160.598,0.051851605
43,0.032534247,0,0.967465753,industrial_zone,22.90564022,113.3403718,492239.8239,0.687937488,43,panyu,7.735095501,9,2853.206119,492239.8239,0.013881722
44,0.519480519,0.145454545,0.335064935,green_zone,22.90904656,113.4540198,316182.8729,2.178183455,44,panyu,4.135135174,12,3859.683433,316182.8729,0.0684234
45,0.024509804,0.009803922,0.965686275,business_zone,22.9099696,113.353424,171833.3546,0.193907157,45,panyu,2.755692005,9,1849.696857,171833.3546,0.011208427
46,0.404255319,0.13204005,0.463704631,other,22.90180303,113.3618046,1342973.159,6.997672337,46,panyu,13.68023586,9,5240.672913,1342973.159,0.051754616
47,0.144144144,0.001801802,0.854054054,business_zone,22.90566425,113.3685595,466958.1021,0.860802798,47,panyu,33.20763397,10,3317.029934,466958.1021,0.018309841
48,0.340517241,0.157327586,0.502155172,university_zone,22.90710136,113.4075653,387773.9869,1.854400788,48,panyu,7.94280386,11,2484.706335,387773.9869,0.047496867
49,0.779179811,0.170347003,0.050473186,green_zone,22.90970664,113.4363564,267792.6114,0.745827734,49,panyu,5.198744774,11,2562.839465,267792.6114,0.027663261
50,0.380904523,0.166834171,0.452261307,other,22.89717513,113.5232976,838753.136,4.71135997,50,panyu,3.102777719,13,4401.930888,838753.136,0.055792016
51,0.3629124,0.046643914,0.590443686,university_zone,22.90433893,113.520512,743126.8263,2.886760074,51,panyu,1.826681733,13,3429.799914,743126.8263,0.038584097
52,0.238410596,0.082781457,0.678807947,other,22.90868949,113.5194317,254729.8074,1.007894364,52,panyu,2.582443476,13,2444.283668,254729.8074,0.03930059
53,0.428082192,0.171232877,0.400684932,other,22.91080584,113.4545854,491377.6779,2.469346226,53,panyu,5.172206879,12,4610.802037,491377.6779,0.049914933
54,0.175438596,0.000835422,0.823725982,business_zone,22.90357218,113.3332363,1011487.423,2.166806763,54,panyu,4.717202187,9,5766.161536,1011487.423,0.021278131
55,0,0,1,industrial_zone,22.91006111,113.3707128,91669.53277,0.018625558,55,panyu,1.639605045,10,1312.854101,91669.53277,0.002018307
56,0.131097561,0.024390244,0.844512195,business_zone,22.90447888,113.390965,278673.6676,0.789320928,56,panyu,9.323432922,10,3413.653215,278673.6676,0.028133837
57,0.329787234,0,0.670212766,university_zone,22.90940272,113.3968081,313056.8685,1.334294676,57,panyu,9.845396996,10,2967.605144,313056.8685,0.042331439
58,0.565420561,0.036604361,0.397975078,green_zone,22.90868551,113.3901548,1074977.569,3.228966941,58,panyu,10.67655945,10,5138.552435,1074977.569,0.029834058
59,0.593352884,0.083088954,0.323558162,green_zone,22.9082683,113.3795774,863036.3797,3.516303921,59,panyu,16.07235146,10,3984.447467,863036.3797,0.040468342
60,0.400306748,0.243865031,0.355828221,other,22.90943042,113.4398824,539559.7515,2.064919929,60,panyu,8.255002975,11,10144.8373,539559.7515,0.038012736
61,0.344155844,0,0.655844156,university_zone,22.91007787,113.3728169,128461.9753,0.76918519,61,panyu,1.722276926,10,1605.986405,128461.9753,0.059475155
62,0.525619835,0,0.474380165,green_zone,22.91004057,113.3371027,510620.4224,1.746875947,62,panyu,7.276176453,9,2970.099526,510620.4224,0.033980126
63,0,0,1,industrial_zone,22.91210227,113.3419122,38153.74632,0,63,panyu,5.672616988,9,924.6276814,38153.74632,0
64,0.144278607,0,0.855721393,industrial_zone,22.90941891,113.3442077,337836.9789,0.798281332,64,panyu,5.028253078,9,2482.78753,337836.9789,0.023470246
65,0.43877551,0.16180758,0.39941691,other,22.91064728,113.4130946,577676.3778,3.378978188,65,panyu,19.3419838,11,3337.768425,577676.3778,0.058099216
66,0.761744966,0.006711409,0.231543624,green_zone,22.90660539,113.3549219,250087.699,1.239757387,66,panyu,3.176338911,9,2159.226438,250087.699,0.049249696
67,0.173290938,0,0.826709062,business_zone,22.90861895,113.359454,531438.84,2.027467456,67,panyu,3.96450901,9,3283.451977,531438.84,0.037894911
68,0.483229814,0.122981366,0.39378882,other,22.91219992,113.4356699,665316.1265,2.957939908,68,panyu,10.74267006,11,5353.680869,665316.1265,0.044160264
69,0.231175694,0.134742404,0.634081902,other,22.90980422,113.4030831,637003.5457,2.178787527,69,panyu,6.924246788,10,4172.206538,637003.5457,0.033974592
70,0.322580645,0,0.677419355,university_zone,22.91238633,113.3568807,103796.7683,0.425568822,70,panyu,4.352105141,9,1282.657697,103796.7683,0.040723328
71,0.243333333,0,0.756666667,other,22.91280969,113.3889267,250338.0439,0.608099287,71,panyu,5.154437065,10,2052.613618,250338.0439,0.024127091
72,0.517985612,0.115107914,0.366906475,green_zone,22.91480739,113.4141816,351014.2842,1.930413199,72,panyu,7.94280386,11,2554.87758,351014.2842,0.054624446
73,0.145985401,0,0.854014599,industrial_zone,22.91445885,113.3596685,114497.661,0.445603881,73,panyu,6.246208191,9,1436.704655,114497.661,0.038655697
74,0.46997389,0.224543081,0.305483029,other,22.91256098,113.4222261,324912.0946,1.57300385,74,panyu,6.649293423,11,2422.451109,324912.0946,0.048090271
75,0.207746479,0.007042254,0.785211268,other,22.90532017,113.4008977,239552.3384,0.483559747,75,panyu,4.090340137,10,2709.282278,239552.3384,0.020049508
76,0.358974359,0,0.641025641,university_zone,22.91521195,113.3994345,33495.128,0.172261238,76,panyu,2.870715857,10,1053.334621,33495.128,0.051073102
77,0.050980392,0,0.949019608,industrial_zone,22.91471252,113.3761852,216050.5573,0.312204617,77,panyu,8.255002975,10,1920.867078,216050.5573,0.014353026
78,0.288461538,0,0.711538462,other,22.91386425,113.3782674,42780.01126,0.186054219,78,panyu,9.877035141,10,1183.379265,42780.01126,0.043197756
79,0.007326007,0,0.992673993,industrial_zone,22.91393917,113.4010789,230076.3232,0.082556526,79,panyu,3.870392799,10,2135.458392,230076.3232,0.003563668
80,0.282119205,0.316556291,0.401324503,other,22.91361436,113.5249275,634728.6931,3.194232793,80,panyu,2.886771202,13,3465.634725,634728.6931,0.049985269
81,0.257641921,0,0.742358079,other,22.913855,113.3825575,383293.0834,1.665326209,81,panyu,15.7759161,10,2586.296794,383293.0834,0.043154638
82,0.223021583,0.057553957,0.71942446,other,22.9153612,113.4226958,117494.7407,0.604474854,82,panyu,2.377247572,11,2051.575135,117494.7407,0.051095263
83,0.089635854,0.008403361,0.901960784,business_zone,22.91556906,113.3387018,302848.6964,0.751264384,83,panyu,7.641877115,9,2220.556647,302848.6964,0.024640644
84,0.02764977,0,0.97235023,industrial_zone,22.91495418,113.3714514,182440.1707,0.162092691,84,panyu,2.453860283,10,2556.336551,182440.1707,0.008824771
85,0.235849057,0.125786164,0.63836478,other,22.91080749,113.5021391,266509.4437,1.530316086,85,panyu,2.453860283,13,2207.501782,266509.4437,0.057035647
86,0.598378378,0.074594595,0.327027027,green_zone,22.91144223,113.4971531,1552251.42,6.629289011,86,panyu,11.9521513,13,8282.728537,1552251.42,0.042420041
87,0.256157635,0.200328407,0.543513957,other,22.88924108,113.5387794,512319.0909,3.097480572,87,panyu,1.826681733,5,4079.322869,512319.0909,0.06005067
88,0.54770318,0.240282686,0.212014134,green_zone,22.89908712,113.5290225,474364.1353,1.663513992,88,panyu,1.722276926,14,2768.052587,474364.1353,0.034831681
89,0.638059701,0.085820896,0.276119403,green_zone,22.9058844,113.5268855,449186.0718,2.804606263,89,panyu,1.722276926,13,2760.769345,449186.0718,0.062016902
90,0.156351089,0.665085184,0.178563727,other,22.89931564,113.5386651,3893444.46,17.24615889,90,panyu,4.135135174,14,12669.61392,3893444.46,0.04399669
91,0.208430913,0.428181109,0.363387978,other,22.90534417,113.5430518,2152876.26,8.541680725,91,panyu,3.547096014,14,12352.34937,2152876.26,0.039407666
92,0.466666667,0,0.533333333,university_zone,22.91498108,113.3735344,112648.7141,0.52483801,92,panyu,1.775249004,10,1627.851554,112648.7141,0.046275666
93,0.144578313,0.002008032,0.853413655,business_zone,22.91227254,113.347269,419384.8382,0.985342337,93,panyu,7.375273705,9,3056.030213,419384.8382,0.023336274
94,0.07253886,0,0.92746114,industrial_zone,22.91700005,113.3582929,162797.0684,0.447416098,94,panyu,9.541527748,9,1623.437235,162797.0684,0.027297465
95,0.2239819,0.375565611,0.400452489,other,22.91268632,113.4816075,376026.8288,2.131267185,95,panyu,10.02029228,12,3706.512221,376026.8288,0.056297837
96,0.433224756,0.122149837,0.444625407,other,22.91581862,113.4071668,515949.3571,2.878504421,96,panyu,14.88344955,11,3097.22624,515949.3571,0.055413855
97,0.396226415,0.012578616,0.591194969,university_zone,22.91565548,113.3539702,132938.8282,0.923324265,97,panyu,3.894137621,9,1729.888193,132938.8282,0.068987566
98,0.2578125,0.015625,0.7265625,other,22.91567669,113.3557894,107315.2282,0.378149159,98,panyu,5.028253078,9,1624.75965,107315.2282,0.034999767
99,0.081339713,0,0.918660287,industrial_zone,22.91272454,113.3649951,527444.672,1.317279978,99,panyu,2.755692005,10,3155.888767,527444.672,0.024807083
100,0,0,1,industrial_zone,22.91455633,113.3689794,228585.2647,0.003020361,100,panyu,1.925419092,10,2318.326428,228585.2647,0.000131236
101,0.089219331,0,0.910780669,industrial_zone,22.91714626,113.3632018,228558.0301,0.689951061,101,panyu,6.433311462,9,2214.370276,228558.0301,0.029983768
102,0.147968466,0.52456034,0.327471195,other,22.89529965,113.5539005,1393739.075,5.175186694,102,panyu,10.2484684,5,5797.491173,1393739.075,0.036881632
103,0.186111111,0.336805556,0.477083333,other,22.90700247,113.5496468,1211930.938,5.428192241,103,panyu,5.727090359,14,4897.188002,1211930.938,0.044487571
104,0.238924051,0.414556962,0.346518987,other,22.91528167,113.5467241,534215.4369,2.755173026,104,panyu,5.431628704,14,3092.570443,534215.4369,0.051226854
105,0.627192982,0.048245614,0.324561404,green_zone,22.91768517,113.415652,189955.1557,1.010612689,105,panyu,7.332090855,11,1949.658873,189955.1557,0.052843816
106,0.192495922,0.001631321,0.805872757,business_zone,22.91489792,113.3507139,518249.4936,2.052737807,106,panyu,7.920007706,9,3693.956173,518249.4936,0.039340498
107,0.344428365,0.127351664,0.528219971,university_zone,22.91182206,113.5178156,581260.5986,3.296824378,107,panyu,2.318119049,13,3702.76281,581260.5986,0.056335169
108,0.232,0.09,0.678,other,22.91647521,113.5159256,419689.0079,2.104990047,108,panyu,2.042119265,13,2582.615159,419689.0079,0.049819147
109,0.023255814,0,0.976744186,industrial_zone,22.91962265,113.3747409,73825.99584,0.058897034,109,panyu,3.96450901,10,1311.940316,73825.99584,0.007924467
110,0.44972067,0.053072626,0.497206704,other,22.91377084,113.4784072,299523.6728,1.77667684,110,panyu,15.49430466,12,2386.827787,299523.6728,0.058917208
111,0.448065173,0.030549898,0.521384929,university_zone,22.91529178,113.4750736,412518.5072,2.329201489,111,panyu,16.3037796,12,2821.750578,412518.5072,0.056083081
112,0.525773196,0,0.474226804,green_zone,22.91872317,113.407514,164911.396,1.068804971,112,panyu,4.908117294,11,2947.124774,164911.396,0.064381535
113,0.184009406,0.332745444,0.48324515,other,22.90060181,113.5096939,1430307.908,5.387115336,113,panyu,18.23546028,13,8234.885756,1430307.908,0.037410072
114,0.171641791,0.25,0.578358209,other,22.91784656,113.42957,225955.3992,0.76304379,114,panyu,11.69658852,11,2761.399306,225955.3992,0.033540593
115,0.56043956,0.010989011,0.428571429,green_zone,22.91928922,113.3532587,77880.86753,0.463726045,115,panyu,2.377247572,9,1124.890986,77880.86753,0.059135436
116,0.254901961,0.019607843,0.725490196,other,22.91974012,113.3551002,43703.95051,0.179208068,116,panyu,7.717521191,9,890.1770592,43703.95051,0.040735994
117,0.132315522,0,0.867684478,industrial_zone,22.91832157,113.39146,330557.4526,1.234018701,117,panyu,7.717521191,10,2873.901883,330557.4526,0.037083989
118,0.006802721,0,0.993197279,industrial_zone,22.91827945,113.3942348,125610.6049,0.042184371,118,panyu,2.434934139,10,2154.383084,125610.6049,0.003335615
119,0.333333333,0,0.666666667,university_zone,22.9178463,113.3234299,71568.11616,0.387814313,119,panyu,5.293201476,8,1224.655397,71568.11616,0.053809404
120,0.076433121,0,0.923566879,industrial_zone,22.91985481,113.3580785,130375.5565,0.194209193,120,panyu,8.783473015,9,1499.307369,130375.5565,0.014797824
121,0.128571429,0.003571429,0.867857143,business_zone,22.91766657,113.388306,232305.4985,0.617663762,121,panyu,10.95048332,10,2360.282214,232305.4985,0.026408678
122,0.439414115,0.005992011,0.554593875,university_zone,22.91503748,113.3306229,1257986.716,5.09554985,122,panyu,10.24413204,9,5084.625605,1257986.716,0.040231603
123,0.347972973,0.057432432,0.594594595,university_zone,22.91903279,113.5243178,249453.8257,1.371747149,123,panyu,1.255491495,13,2261.332325,249453.8257,0.054616004
124,0.195804196,0,0.804195804,business_zone,22.92003537,113.3365635,244212.3252,0.70082436,124,panyu,12.00690651,9,2031.134135,244212.3252,0.028507075
125,0,0,1,industrial_zone,22.91941662,113.3726694,94473.328,0,125,panyu,3.547096014,10,1430.764256,94473.328,0
126,0.012820513,0,0.987179487,industrial_zone,22.92070895,113.3707927,196557.708,0.11064588,126,panyu,3.810374975,10,2073.762412,196557.708,0.005591253
127,0.556973564,0.010635065,0.43239137,green_zone,22.90319167,113.3253645,2764507.189,9.779927931,127,panyu,9.4520998,8,13844.10863,2764507.189,0.035139035
128,0.120853081,0,0.879146919,industrial_zone,22.92060983,113.3639346,347138.9392,0.820027929,128,panyu,6.376345158,9,2611.664391,347138.9392,0.023461669
129,0.296636086,0.006116208,0.697247706,other,22.9210151,113.3497682,274533.6269,1.457021999,129,panyu,3.012114763,9,2465.287078,274533.6269,0.052716318
130,0.228070175,0,0.771929825,other,22.9220945,113.3549478,49879.70009,0.376135585,130,panyu,7.261841118,9,910.430653,49879.70009,0.074901261
131,0.174418605,0,0.825581395,business_zone,22.92188754,113.3530695,70810.3695,0.271933141,131,panyu,2.453860283,9,1091.550266,70810.3695,0.038143253
132,0.857142857,0.02484472,0.118012422,green_zone,22.92216217,113.3583944,137162.9113,0.598031418,132,panyu,5.525465518,9,1578.091101,137162.9113,0.043308665
133,0.107883817,0.004149378,0.887966805,business_zone,22.91924231,113.4233269,202808.1939,0.544772391,133,panyu,8.980650902,11,2004.173722,202808.1939,0.026681591
134,0.585062241,0.189211618,0.225726141,green_zone,22.91681766,113.4701567,1008026.282,5.0164164,134,panyu,17.52421761,12,5137.287722,1008026.282,0.049428839
135,0.799373041,0.047021944,0.153605016,green_zone,22.92082798,113.4122152,267119.2582,1.021083272,135,panyu,3.69986105,11,2291.845013,267119.2582,0.037972219
136,0.02484472,0,0.97515528,industrial_zone,22.92113743,113.3397511,138051.937,0.053661742,136,panyu,14.32793045,9,1863.463618,138051.937,0.00385969
137,0.153543307,0.049212598,0.797244094,business_zone,22.91216115,113.2903105,428845.0156,1.223648796,137,panyu,8.513007164,8,3383.289797,428845.0156,0.028342498
138,0.332056194,0.100893997,0.567049808,university_zone,22.9158122,113.287213,658624.7779,2.156034143,138,panyu,6.811639309,8,4708.447484,658624.7779,0.032515202
139,0.304015296,0.009560229,0.686424474,university_zone,22.92095069,113.2910275,442257.3505,1.668044533,139,panyu,5.172206879,8,3441.131768,442257.3505,0.03746255
140,0.521871821,0.03051882,0.447609359,green_zone,22.91997263,113.3987423,828484.7862,3.308201069,140,panyu,6.224245548,10,3651.769235,828484.7862,0.039661886
141,0.309352518,0.003083248,0.687564234,university_zone,22.91920628,113.3436628,820441.4705,1.939373602,141,panyu,8.038928986,9,3920.125102,820441.4705,0.023477463
142,0.109375,0,0.890625,industrial_zone,22.92317842,113.3715519,160443.3125,0.323279273,142,panyu,4.80407095,10,1827.308656,160443.3125,0.02001234
143,0.865921788,0.040968343,0.09310987,green_zone,22.92262824,113.4053762,448147.1965,1.166060586,143,panyu,6.075735569,10,3399.326175,448147.1965,0.025843737
144,0.023255814,0,0.976744186,industrial_zone,22.92388202,113.3686647,35090.86328,0.018927594,144,panyu,4.733034849,10,1014.254916,35090.86328,0.005356583
145,0.563043478,0.02173913,0.415217391,green_zone,22.92117083,113.4426039,387472.5511,2.35527727,145,panyu,16.81399155,11,5052.534422,387472.5511,0.060375041
146,0.37414966,0.006802721,0.619047619,university_zone,22.92381171,113.3630873,121557.1638,0.800596942,146,panyu,3.589590341,9,1428.373087,121557.1638,0.065467958
147,0.058064516,0,0.941935484,industrial_zone,22.92357082,113.3663927,129351.0979,0.302942178,147,panyu,4.439853609,10,1423.458516,129351.0979,0.023278123
148,0.049382716,0,0.950617284,industrial_zone,22.91897812,113.3776187,201335.2726,0.340495329,148,panyu,5.837852955,10,1843.847557,201335.2726,0.016798208
149,0.493256262,0.015414258,0.49132948,other,22.91841644,113.383518,437996.3911,1.740835226,149,panyu,20.13142967,10,2749.731831,437996.3911,0.039474645
150,0.103448276,0.009404389,0.887147335,business_zone,22.92220952,113.3791091,265609.5598,0.892214549,150,panyu,5.670876026,10,2190.497284,265609.5598,0.033365336
151,0.35660091,0.086494689,0.556904401,university_zone,22.92200685,113.5191464,554744.4696,2.986129941,151,panyu,1.522392392,13,3393.142835,554744.4696,0.053461477
152,0.44047619,0.003968254,0.555555556,university_zone,22.92275899,113.4222877,208702.9325,1.044541407,152,panyu,1.218017101,11,2037.820073,208702.9325,0.049709886
153,0.122850123,0,0.877149877,industrial_zone,22.9220699,113.3300914,688541.7044,1.524174686,153,panyu,5.091744423,9,5152.24189,688541.7044,0.021986209
154,0.405349794,0.037037037,0.557613169,university_zone,22.92315798,113.524609,410782.8995,2.298091774,154,panyu,0.962981462,13,2675.862438,410782.8995,0.05556624
155,0.574139976,0.034400949,0.391459075,green_zone,22.92126092,113.4469628,710003.8947,2.88937772,155,panyu,24.07557487,12,4502.676977,710003.8947,0.040420956
156,0.137931034,0,0.862068966,industrial_zone,22.92478201,113.3552327,51911.75945,0.16138794,156,panyu,2.886771202,9,1199.098437,51911.75945,0.030876801
157,0.418181818,0.103896104,0.477922078,other,22.92531819,113.3516087,320496.8959,1.872422274,157,panyu,11.29921246,9,2342.51227,320496.8959,0.058025728
158,0.293124246,0.287092883,0.419782871,other,22.92265885,113.5129297,696993.5299,4.255184826,158,panyu,6.621834278,13,4885.540977,696993.5299,0.0606408
159,0.083333333,0,0.916666667,industrial_zone,22.92509569,113.372456,41340.57441,0.058695676,159,panyu,3.694677144,10,954.745792,41340.57441,0.014101882
160,0.178571429,0,0.821428571,business_zone,22.9262973,113.3702831,139820.908,0.689145632,160,panyu,6.007075816,10,1591.192782,139820.908,0.0489551
161,0.119533528,0,0.880466472,industrial_zone,22.92664576,113.3647776,277802.5257,1.073134155,161,panyu,6.246208191,10,2278.824994,277802.5257,0.038369054
162,0.251838235,0.003676471,0.744485294,other,22.92548154,113.3376985,457188.1682,1.240160101,162,panyu,11.51507378,9,2982.555859,457188.1682,0.026942022
163,0.338354577,0.027809965,0.633835458,university_zone,22.892134,113.285849,726368.4891,2.150798851,163,panyu,7.569406986,2,6482.46348,726368.4891,0.029410186
164,0.288461538,0.012820513,0.698717949,other,22.89783077,113.2990575,132588.0141,0.46030297,164,panyu,4.62867403,8,1747.300158,132588.0141,0.03448718
165,0.354166667,0.157738095,0.488095238,other,22.90733801,113.2881997,277591.0289,2.037736682,165,panyu,37.62198257,8,8786.899562,277591.0289,0.072912501
166,0.424418605,0.023255814,0.552325581,university_zone,22.92640275,113.4426166,284887.2497,1.406179261,166,panyu,1.722276926,11,2599.8794,284887.2497,0.049038678
167,0.222560976,0.012195122,0.765243902,other,22.92433077,113.3859063,278027.0084,1.068704293,167,panyu,6.489760876,10,2471.661789,278027.0084,0.03818002
168,0.170854271,0,0.829145729,business_zone,22.92712068,113.3835055,160469.3627,0.601353814,168,panyu,5.597748756,10,1762.192064,160469.3627,0.037223302
169,0.202054795,0.003424658,0.794520548,other,22.92653707,113.3887737,244387.8108,1.288083158,169,panyu,4.80407095,10,2158.399653,244387.8108,0.052348395
170,0.280163599,0,0.719836401,other,22.92638288,113.3450446,411945.7831,1.323320699,170,panyu,7.294864178,9,3202.402243,411945.7831,0.031907714
171,0.443478261,0.017391304,0.539130435,university_zone,22.92711414,113.3797665,97091.84133,0.500876482,171,panyu,2.377247572,10,2658.566952,97091.84133,0.051238478
172,0.648873072,0.107947805,0.243179122,green_zone,22.92077894,113.4368364,707433.7922,3.025293951,172,panyu,11.09460545,11,5016.061211,707433.7922,0.042476347
173,0.216216216,0.004914005,0.778869779,other,22.92635664,113.2861624,345159.5428,0.732538147,173,panyu,4.80407095,8,2400.573202,345159.5428,0.021081239
174,0.166051661,0.007380074,0.826568266,business_zone,22.92246759,113.4501118,228317.806,0.920706619,174,panyu,22.75047302,12,2852.594303,228317.806,0.040052206
175,0.499627699,0.038719285,0.461653016,other,22.92120493,113.454713,1131634.206,5.150419736,175,panyu,27.96035576,12,5893.811658,1131634.206,0.045205713
176,0.62804878,0.087398374,0.284552846,green_zone,22.92387753,113.4376456,413333.0123,1.78050263,176,panyu,9.399908066,11,3298.93985,413333.0123,0.042785704
177,0.135714286,0.014285714,0.85,business_zone,22.92415449,113.3585116,115362.5137,0.413084664,177,panyu,4.499523669,9,1524.342709,115362.5137,0.035566613
